date,corrected,state
2020-05-04,0.010705882352941176,Alabama
2020-05-04,0.020176470588235296,Alaska
2020-05-04,0.01523529411764706,Arizona
2020-05-04,0.004941176470588235,Arkansas
2020-05-04,0.02758823529411765,California
2020-05-04,0.02511764705882353,Colorado
2020-05-04,0.023470588235294118,Connecticut
2020-05-04,0.034176470588235294,Delaware
2020-05-04,0.01523529411764706,Florida
2020-05-04,0.013588235294117647,Georgia
2020-05-04,0.031294117647058826,Hawaii
2020-05-04,0.01111764705882353,Idaho
2020-05-04,0.023470588235294118,Illinois
2020-05-04,0.014,Indiana
2020-05-04,0.011941176470588236,Iowa
2020-05-04,0.015647058823529413,Kansas
2020-05-04,0.025529411764705884,Kentucky
2020-05-04,0.01935294117647059,Louisiana
2020-05-04,0.029647058823529412,Maine
2020-05-04,0.017294117647058824,Maryland
2020-05-04,0.03870588235294118,Massachusetts
2020-05-04,0.035823529411764705,Michigan
2020-05-04,0.01523529411764706,Minnesota
2020-05-04,0.01111764705882353,Mississippi
2020-05-04,0.02223529411764706,Missouri
2020-05-04,0.01935294117647059,Montana
2020-05-04,0.011529411764705884,Nebraska
2020-05-04,0.018529411764705885,Nevada
2020-05-04,0.02635294117647059,New Hampshire
2020-05-04,0.014411764705882353,New Jersey
2020-05-04,0.01523529411764706,New Mexico
2020-05-04,0.01770588235294118,New York
2020-05-04,0.018941176470588236,North Carolina
2020-05-04,0.0,North Dakota
2020-05-04,0.020588235294117647,Ohio
2020-05-04,0.016058823529411764,Oklahoma
2020-05-04,0.023882352941176473,Oregon
2020-05-04,0.018529411764705885,Pennsylvania
2020-05-04,0.03541176470588236,Rhode Island
2020-05-04,0.00988235294117647,South Carolina
2020-05-04,0.0,South Dakota
2020-05-04,0.010294117647058823,Tennessee
2020-05-04,0.023470588235294118,Texas
2020-05-04,0.014,Utah
2020-05-04,0.027176470588235295,Vermont
2020-05-04,0.02223529411764706,Virginia
2020-05-04,0.02223529411764706,Washington
2020-05-04,0.01688235294117647,West Virginia
2020-05-04,0.01523529411764706,Wisconsin
2020-05-04,0.0,Wyoming
2020-05-11,0.008382352941176471,Alabama
2020-05-11,0.0,Alaska
2020-05-11,0.009705882352941175,Arizona
2020-05-11,0.002647058823529412,Arkansas
2020-05-11,0.011029411764705883,California
2020-05-11,0.009264705882352942,Colorado
2020-05-11,0.005294117647058824,Connecticut
2020-05-11,0.013235294117647059,Delaware
2020-05-11,0.006617647058823529,Florida
2020-05-11,0.004411764705882353,Georgia
2020-05-11,0.01588235294117647,Hawaii
2020-05-11,0.008382352941176471,Idaho
2020-05-11,0.013235294117647059,Illinois
2020-05-11,0.009264705882352942,Indiana
2020-05-11,0.005735294117647059,Iowa
2020-05-11,0.003970588235294117,Kansas
2020-05-11,0.010147058823529412,Kentucky
2020-05-11,0.007500000000000001,Louisiana
2020-05-11,0.023382352941176472,Maine
2020-05-11,0.011029411764705883,Maryland
2020-05-11,0.011911764705882353,Massachusetts
2020-05-11,0.04411764705882353,Michigan
2020-05-11,0.012794117647058824,Minnesota
2020-05-11,0.004852941176470588,Mississippi
2020-05-11,0.011470588235294118,Missouri
2020-05-11,0.011029411764705883,Montana
2020-05-11,0.010147058823529412,Nebraska
2020-05-11,0.009264705882352942,Nevada
2020-05-11,0.013235294117647059,New Hampshire
2020-05-11,0.007941176470588234,New Jersey
2020-05-11,0.010588235294117648,New Mexico
2020-05-11,0.011029411764705883,New York
2020-05-11,0.008823529411764706,North Carolina
2020-05-11,0.010147058823529412,North Dakota
2020-05-11,0.009705882352941175,Ohio
2020-05-11,0.0030882352941176473,Oklahoma
2020-05-11,0.008823529411764706,Oregon
2020-05-11,0.01411764705882353,Pennsylvania
2020-05-11,0.013235294117647059,Rhode Island
2020-05-11,0.003970588235294117,South Carolina
2020-05-11,0.018970588235294118,South Dakota
2020-05-11,0.005294117647058824,Tennessee
2020-05-11,0.011470588235294118,Texas
2020-05-11,0.007058823529411765,Utah
2020-05-11,0.016323529411764705,Vermont
2020-05-11,0.011911764705882353,Virginia
2020-05-11,0.012352941176470589,Washington
2020-05-11,0.010147058823529412,West Virginia
2020-05-11,0.006617647058823529,Wisconsin
2020-05-11,0.01411764705882353,Wyoming
2020-05-18,0.009264705882352942,Alabama
2020-05-18,0.02647058823529412,Alaska
2020-05-18,0.006882352941176471,Arizona
2020-05-18,0.008205882352941177,Arkansas
2020-05-18,0.015088235294117649,California
2020-05-18,0.008470588235294119,Colorado
2020-05-18,0.015882352941176472,Connecticut
2020-05-18,0.009529411764705883,Delaware
2020-05-18,0.00873529411764706,Florida
2020-05-18,0.006882352941176471,Georgia
2020-05-18,0.015352941176470592,Hawaii
2020-05-18,0.0,Idaho
2020-05-18,0.008470588235294119,Illinois
2020-05-18,0.009000000000000001,Indiana
2020-05-18,0.006882352941176471,Iowa
2020-05-18,0.007941176470588236,Kansas
2020-05-18,0.016147058823529414,Kentucky
2020-05-18,0.0,Louisiana
2020-05-18,0.007676470588235296,Maine
2020-05-18,0.014029411764705886,Maryland
2020-05-18,0.012441176470588237,Massachusetts
2020-05-18,0.02594117647058824,Michigan
2020-05-18,0.01323529411764706,Minnesota
2020-05-18,0.006882352941176471,Mississippi
2020-05-18,0.008205882352941177,Missouri
2020-05-18,0.0,Montana
2020-05-18,0.005029411764705883,Nebraska
2020-05-18,0.014029411764705886,Nevada
2020-05-18,0.0034411764705882357,New Hampshire
2020-05-18,0.01297058823529412,New Jersey
2020-05-18,0.015882352941176472,New Mexico
2020-05-18,0.01323529411764706,New York
2020-05-18,0.009794117647058825,North Carolina
2020-05-18,0.0,North Dakota
2020-05-18,0.009529411764705883,Ohio
2020-05-18,0.007676470588235296,Oklahoma
2020-05-18,0.01747058823529412,Oregon
2020-05-18,0.009794117647058825,Pennsylvania
2020-05-18,0.011647058823529413,Rhode Island
2020-05-18,0.007941176470588236,South Carolina
2020-05-18,0.0,South Dakota
2020-05-18,0.009529411764705883,Tennessee
2020-05-18,0.014029411764705886,Texas
2020-05-18,0.0045000000000000005,Utah
2020-05-18,0.008470588235294119,Vermont
2020-05-18,0.009794117647058825,Virginia
2020-05-18,0.010588235294117648,Washington
2020-05-18,0.0,West Virginia
2020-05-18,0.010058823529411766,Wisconsin
2020-05-18,0.01085294117647059,Wyoming
2020-05-25,0.21905882352941178,Alabama
2020-05-25,0.1787058823529412,Alaska
2020-05-25,0.32282352941176473,Arizona
2020-05-25,0.2363529411764706,Arkansas
2020-05-25,0.4554117647058824,California
2020-05-25,0.3516470588235294,Colorado
2020-05-25,0.2075294117647059,Connecticut
2020-05-25,0.33435294117647063,Delaware
2020-05-25,0.2651764705882353,Florida
2020-05-25,0.33435294117647063,Georgia
2020-05-25,0.18447058823529414,Hawaii
2020-05-25,0.22482352941176473,Idaho
2020-05-25,0.3574117647058824,Illinois
2020-05-25,0.33435294117647063,Indiana
2020-05-25,0.2882352941176471,Iowa
2020-05-25,0.22482352941176473,Kansas
2020-05-25,0.2651764705882353,Kentucky
2020-05-25,0.18447058823529414,Louisiana
2020-05-25,0.22482352941176473,Maine
2020-05-25,0.2075294117647059,Maryland
2020-05-25,0.29400000000000004,Massachusetts
2020-05-25,0.33435294117647063,Michigan
2020-05-25,0.5764705882352942,Minnesota
2020-05-25,0.1383529411764706,Mississippi
2020-05-25,0.27094117647058824,Missouri
2020-05-25,0.19023529411764706,Montana
2020-05-25,0.4150588235294118,Nebraska
2020-05-25,0.3747058823529412,Nevada
2020-05-25,0.2075294117647059,New Hampshire
2020-05-25,0.24211764705882355,New Jersey
2020-05-25,0.25364705882352945,New Mexico
2020-05-25,0.29400000000000004,New York
2020-05-25,0.3401176470588235,North Carolina
2020-05-25,0.3804705882352941,North Dakota
2020-05-25,0.3401176470588235,Ohio
2020-05-25,0.33435294117647063,Oklahoma
2020-05-25,0.392,Oregon
2020-05-25,0.3055294117647059,Pennsylvania
2020-05-25,0.21905882352941178,Rhode Island
2020-05-25,0.29400000000000004,South Carolina
2020-05-25,0.31129411764705883,South Dakota
2020-05-25,0.29976470588235293,Tennessee
2020-05-25,0.2651764705882353,Texas
2020-05-25,0.28247058823529414,Utah
2020-05-25,0.21329411764705883,Vermont
2020-05-25,0.27094117647058824,Virginia
2020-05-25,0.49000000000000005,Washington
2020-05-25,0.16141176470588237,West Virginia
2020-05-25,0.3516470588235294,Wisconsin
2020-05-25,0.1787058823529412,Wyoming
2020-06-01,0.35000000000000003,Alabama
2020-06-01,0.35000000000000003,Alaska
2020-06-01,0.41,Arizona
2020-06-01,0.43,Arkansas
2020-06-01,0.83,California
2020-06-01,0.43,Colorado
2020-06-01,0.45,Connecticut
2020-06-01,0.57,Delaware
2020-06-01,0.39,Florida
2020-06-01,0.37,Georgia
2020-06-01,0.38,Hawaii
2020-06-01,0.39999999999999997,Idaho
2020-06-01,0.61,Illinois
2020-06-01,0.39,Indiana
2020-06-01,0.33,Iowa
2020-06-01,0.37,Kansas
2020-06-01,0.29,Kentucky
2020-06-01,0.31,Louisiana
2020-06-01,0.45,Maine
2020-06-01,0.47,Maryland
2020-06-01,0.64,Massachusetts
2020-06-01,0.46,Michigan
2020-06-01,0.35000000000000003,Minnesota
2020-06-01,0.21999999999999997,Mississippi
2020-06-01,0.45,Missouri
2020-06-01,0.38,Montana
2020-06-01,0.37,Nebraska
2020-06-01,0.5,Nevada
2020-06-01,0.49000000000000005,New Hampshire
2020-06-01,0.5499999999999999,New Jersey
2020-06-01,0.3,New Mexico
2020-06-01,0.49000000000000005,New York
2020-06-01,0.41,North Carolina
2020-06-01,0.34,North Dakota
2020-06-01,0.39,Ohio
2020-06-01,0.41,Oklahoma
2020-06-01,0.63,Oregon
2020-06-01,0.45,Pennsylvania
2020-06-01,0.52,Rhode Island
2020-06-01,0.32,South Carolina
2020-06-01,0.32,South Dakota
2020-06-01,0.38,Tennessee
2020-06-01,0.35000000000000003,Texas
2020-06-01,0.31,Utah
2020-06-01,0.34,Vermont
2020-06-01,0.5,Virginia
2020-06-01,0.78,Washington
2020-06-01,0.21000000000000002,West Virginia
2020-06-01,0.45,Wisconsin
2020-06-01,0.34,Wyoming
2020-06-08,0.07323529411764707,Alabama
2020-06-08,0.06591176470588236,Alaska
2020-06-08,0.08544117647058824,Arizona
2020-06-08,0.08055882352941177,Arkansas
2020-06-08,0.1171764705882353,California
2020-06-08,0.09276470588235296,Colorado
2020-06-08,0.07079411764705884,Connecticut
2020-06-08,0.07811764705882354,Delaware
2020-06-08,0.08544117647058824,Florida
2020-06-08,0.09520588235294118,Georgia
2020-06-08,0.09276470588235296,Hawaii
2020-06-08,0.06835294117647059,Idaho
2020-06-08,0.09276470588235296,Illinois
2020-06-08,0.0756764705882353,Indiana
2020-06-08,0.09520588235294118,Iowa
2020-06-08,0.07323529411764707,Kansas
2020-06-08,0.09764705882352942,Kentucky
2020-06-08,0.07323529411764707,Louisiana
2020-06-08,0.09032352941176472,Maine
2020-06-08,0.09276470588235296,Maryland
2020-06-08,0.1098529411764706,Massachusetts
2020-06-08,0.083,Michigan
2020-06-08,0.07323529411764707,Minnesota
2020-06-08,0.06835294117647059,Mississippi
2020-06-08,0.10008823529411766,Missouri
2020-06-08,0.12450000000000001,Montana
2020-06-08,0.06347058823529413,Nebraska
2020-06-08,0.10252941176470588,Nevada
2020-06-08,0.083,New Hampshire
2020-06-08,0.11961764705882354,New Jersey
2020-06-08,0.08055882352941177,New Mexico
2020-06-08,0.10497058823529413,New York
2020-06-08,0.083,North Carolina
2020-06-08,0.06102941176470589,North Dakota
2020-06-08,0.083,Ohio
2020-06-08,0.08055882352941177,Oklahoma
2020-06-08,0.1513529411764706,Oregon
2020-06-08,0.10497058823529413,Pennsylvania
2020-06-08,0.08544117647058824,Rhode Island
2020-06-08,0.083,South Carolina
2020-06-08,0.083,South Dakota
2020-06-08,0.08544117647058824,Tennessee
2020-06-08,0.083,Texas
2020-06-08,0.1098529411764706,Utah
2020-06-08,0.12938235294117648,Vermont
2020-06-08,0.10497058823529413,Virginia
2020-06-08,0.24411764705882355,Washington
2020-06-08,0.083,West Virginia
2020-06-08,0.09520588235294118,Wisconsin
2020-06-08,0.0756764705882353,Wyoming
2020-06-15,0.032411764705882355,Alabama
2020-06-15,0.02570588235294118,Alaska
2020-06-15,0.039117647058823535,Arizona
2020-06-15,0.03576470588235294,Arkansas
2020-06-15,0.05252941176470589,California
2020-06-15,0.04358823529411765,Colorado
